Unnamed: 0,category,type,prompt,difficulty,keywords,length
285,시나리오,상황극/역할극,장소 '포근한 찻집'에서 우주인과 외계인이(가) 서정적 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,중간,"['우체통', '종소리', '전화벨']",81
286,시나리오,상황극/역할극,장소 '고요한 골목길'에서 의사와 환자이(가) 스릴러 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,어려움,"['종이조각', '불씨', '별빛']",86
287,시나리오,상황극/역할극,장소 '은하계 관측소'에서 낯선 남녀이(가) 환상적 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,쉬움,"['포스터', '창문', '무너진 벽']",115
288,시나리오,상황극/역할극,장소 '얼어붙은 폭포 근처'에서 시골 주민 둘이(가) 서정적 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,중간,"['돌계단', '무너진 벽', '철조망']",149
289,시나리오,상황극/역할극,장소 '늦은 밤 도로'에서 오래된 친구 두 명이(가) 코믹 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,쉬움,"['유리 조각', '우편함', '종이봉투']",69
290,시나리오,상황극/역할극,장소 '연극 무대 뒤'에서 아이와 보호자이(가) 로맨틱 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,어려움,"['하얀 연기', '칼날', '방울소리']",119
291,시나리오,상황극/역할극,장소 '폐가 앞마당'에서 슈퍼히어로와 시민이(가) 로맨틱 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,중간,"['버려진 가방', '노란 조명', '철문']",122
292,시나리오,상황극/역할극,장소 '은하계 관측소'에서 악역과 주인공이(가) 긴장감 있는 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,중간,"['붉은 실', '어둠', '포장마차']",100
293,시나리오,상황극/역할극,장소 '사라진 마을'에서 난민과 기자이(가) 잔혹한 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,쉬움,"['발자국', '시든 꽃', '신호등']",81
294,시나리오,상황극/역할극,장소 '낡은 공중전화 부스'에서 용병 둘이(가) 로맨틱 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,쉬움,"['강물', '타자기', '가로등']",85
295,시나리오,상황극/역할극,장소 '동틀 무렵의 호수'에서 시골 주민 둘이(가) 현실적 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,어려움,"['낡은 신발', '담배 연기', '커피잔']",61
296,시나리오,상황극/역할극,장소 '늦은 밤 공원'에서 지휘관과 부하이(가) 긴장감 있는 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,쉬움,"['커피잔', '발자국', '책장']",60
297,시나리오,상황극/역할극,장소 '도시 옥상'에서 악마와 계약자이(가) 따뜻한 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,중간,"['모닥불', '종이컵', '거미줄']",97
298,시나리오,상황극/역할극,장소 '학교 복도'에서 로봇과 조종사이(가) 긴장감 있는 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,쉬움,"['우체통', '우편함', '벽화']",59
299,시나리오,상황극/역할극,장소 '유적지 폐허'에서 비밀을 공유한 친구들이(가) 긴장감 있는 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,쉬움,"['고요', '촛불', '버려진 상자']",104
300,시나리오,상황극/역할극,장소 '이국적 시장'에서 난민과 기자이(가) 차가운 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,중간,"['얼음', '등불', '구두']",148
,시나리오,상황극/역할극,장소 '부서진 다리 옆'에서 음유시인과 귀족이(가) 스릴러 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,쉬움,"['조용한 그림자', '어둠 속 발자국', '스산한 기운']",99
,시나리오,상황극/역할극,장소 '하얀 모래 언덕'에서 시간 여행자 둘이(가) 몽환적 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,중간,"['조용한 그림자', '조용한 시계소리', '깨진 조명']",140
,시나리오,상황극/역할극,장소 '황금빛 모래사장'에서 구조대와 조난자이(가) 현실적 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,쉬움,"['조용한 시계소리', '어둠 속 발자국', '떨어진 동전']",145
,시나리오,상황극/역할극,장소 '은빛의 고원'에서 사라진 기억을 찾는 둘이(가) 환상적 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,어려움,"['젖은 종이컵', '빛바랜 깃발', '금이 간 유리창']",77
,시나리오,상황극/역할극,장소 '부서진 배 위'에서 교도소 동료이(가) 긴장감 있는 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,중간,"['사라진 종소리', '희미한 불빛', '돌아온 메아리']",93
,시나리오,상황극/역할극,장소 '폭풍우 치는 계곡'에서 여왕과 기사이(가) 몽환적 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,중간,"['젖은 종이컵', '휘몰아치는 바람', '조용한 그림자']",50
,시나리오,상황극/역할극,장소 '사라진 항구'에서 잃어버린 형제이(가) 서정적 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,쉬움,"['희미한 불빛', '바람 부는 지붕', '금이 간 유리창']",92
,시나리오,상황극/역할극,장소 '고요한 유적지'에서 살인범과 추적자이(가) 로맨틱 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,쉬움,"['떨어진 동전', '금이 간 유리창', '스산한 기운']",143
,시나리오,상황극/역할극,장소 '부서진 다리 옆'에서 시민과 영웅이(가) 환상적 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,중간,"['돌아온 메아리', '깨진 조명', '흐린 별빛']",142
,시나리오,상황극/역할극,장소 '안개 낀 마을 광장'에서 시민과 상인이(가) 몽환적 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,중간,"['빛바랜 깃발', '떨어진 동전', '휘몰아치는 바람']",59
,시나리오,상황극/역할극,장소 '붉은 노을 아래 초원'에서 죽음을 초월한 존재 둘이(가) 서정적 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,쉬움,"['낡은 플래카드', '사라진 종소리', '깨진 조명']",83
,시나리오,상황극/역할극,장소 '해질녘 바위 언덕'에서 미래인과 과거인이(가) 로맨틱 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,중간,"['낡은 플래카드', '스산한 기운', '떨어진 동전']",116
,시나리오,상황극/역할극,장소 '황금빛 평원'에서 아이와 노인이(가) 환상적 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,쉬움,"['깨진 조명', '빛바랜 깃발', '스산한 기운']",54
,시나리오,상황극/역할극,장소 '바람 부는 절벽 위'에서 전사와 늑대인간이(가) 환상적 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,어려움,"['어둠 속 발자국', '스산한 기운', '사라진 종소리']",80
,시나리오,상황극/역할극,장소 '무너진 방파제'에서 우주 해적과 상인이(가) 서정적 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,중간,"['흐린 별빛', '빛바랜 깃발', '검은 연기']",143
,시나리오,상황극/역할극,장소 '비 내리는 벽화 거리'에서 전사와 마법사이(가) 차가운 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,쉬움,"['스산한 기운', '조용한 그림자', '떨어진 동전']",142
,시나리오,상황극/역할극,장소 '유성 떨어진 평원'에서 해골 기사 둘이(가) 차가운 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,쉬움,"['빛바랜 깃발', '조용한 시계소리', '버려진 종이']",70
,시나리오,상황극/역할극,장소 '달빛 아래 폐허'에서 학자와 연구원이(가) 몽환적 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,어려움,"['휘몰아치는 바람', '금이 간 유리창', '조용한 그림자']",50
,시나리오,상황극/역할극,장소 '눈 쌓인 마을'에서 불사의 존재와 인간이(가) 긴장감 있는 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,쉬움,"['어둠 속 발자국', '스산한 기운', '깨진 조명']",84
,시나리오,상황극/역할극,장소 '바람 부는 다리 위'에서 사냥꾼과 마녀이(가) 역동적 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,쉬움,"['빛바랜 깃발', '스산한 기운', '바람 부는 지붕']",85
,시나리오,상황극/역할극,장소 '무너진 고성'에서 흑마법사와 제자이(가) 역동적 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,어려움,"['휘어진 철문', '빛바랜 깃발', '깨진 조명']",85
,시나리오,상황극/역할극,장소 '검은 하늘 도시'에서 현자와 여행자이(가) 잔혹한 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,어려움,"['버려진 종이', '휘몰아치는 바람', '어둠 속 발자국']",150
,시나리오,상황극/역할극,장소 '작은 섬 해변'에서 군인과 포로이(가) 코믹 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,쉬움,"['바람 부는 지붕', '젖은 종이컵', '사라진 종소리']",135
,시나리오,상황극/역할극,장소 '고대의 도서관'에서 전사와 늑대인간이(가) 서정적 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,쉬움,"['어둠 속 발자국', '휘어진 철문', '흐린 별빛']",140
,시나리오,상황극/역할극,장소 '흐린 저수지 근처'에서 군인과 기자이(가) 긴장감 있는 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,어려움,"['금이 간 유리창', '검은 연기', '사라진 종소리']",67
,시나리오,상황극/역할극,장소 '작은 다리 밑'에서 돌연변이와 과학자이(가) 환상적 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,중간,"['버려진 종이', '조용한 그림자', '떨어진 동전']",89
,시나리오,상황극/역할극,장소 '거대한 벽화 앞'에서 여왕과 기사이(가) 잔혹한 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,중간,"['젖은 종이컵', '떨어진 동전', '조용한 시계소리']",117
,시나리오,상황극/역할극,장소 '사막 위 유적지'에서 도망자와 추적자이(가) 로맨틱 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,어려움,"['떨어진 동전', '돌아온 메아리', '휘어진 철문']",123
,시나리오,상황극/역할극,장소 '하늘로 이어진 계단'에서 잃어버린 형제이(가) 잔혹한 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,어려움,"['검은 연기', '금이 간 유리창', '휘몰아치는 바람']",120
,시나리오,상황극/역할극,장소 '하얀 절벽 위'에서 모험가와 조력자이(가) 긴장감 있는 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,중간,"['빛바랜 깃발', '바람 부는 지붕', '젖은 종이컵']",146
,시나리오,상황극/역할극,장소 '밤의 유원지'에서 수녀와 신자이(가) 환상적 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,어려움,"['빛바랜 깃발', '검은 연기', '낡은 플래카드']",52
,시나리오,상황극/역할극,장소 '거대한 폭포 밑'에서 불사의 존재와 인간이(가) 차가운 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,쉬움,"['사라진 종소리', '금이 간 유리창', '젖은 종이컵']",94
,시나리오,상황극/역할극,장소 '하얀 절벽 위'에서 여왕과 기사이(가) 서정적 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,중간,"['낡은 손목시계', '돌아온 메아리', '바람 부는 지붕']",77
,시나리오,상황극/역할극,장소 '깊은 협곡'에서 학자와 연구원이(가) 현실적 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,어려움,"['바람 부는 지붕', '낡은 플래카드', '떨어진 동전']",145
,시나리오,상황극/역할극,장소 '유성 떨어진 평원'에서 갇힌 생존자들이(가) 환상적 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,쉬움,"['어둠 속 발자국', '스산한 기운', '조용한 그림자']",83
,시나리오,상황극/역할극,장소 '은하수 산책로'에서 암살자와 표적이(가) 잔혹한 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,중간,"['사라진 종소리', '바람 부는 지붕', '버려진 종이']",141
,시나리오,상황극/역할극,장소 '미로 같은 골목'에서 폭풍 속 선원이(가) 따뜻한 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,쉬움,"['돌아온 메아리', '깨진 조명', '버려진 종이']",116
,시나리오,상황극/역할극,장소 '하얀 모래 언덕'에서 공주와 시종이(가) 스릴러 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,어려움,"['어둠 속 발자국', '바람 부는 지붕', '휘몰아치는 바람']",92
,시나리오,상황극/역할극,장소 '은빛의 고원'에서 죽은 자와 산 자이(가) 긴장감 있는 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,어려움,"['스산한 기운', '빛바랜 깃발', '조용한 그림자']",134
,시나리오,상황극/역할극,장소 '붉은 하늘 광장'에서 불사의 존재와 인간이(가) 환상적 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,어려움,"['깨진 조명', '조용한 그림자', '휘어진 철문']",60
,시나리오,상황극/역할극,장소 '고요한 옥상 정원'에서 시골 주민과 외지인이(가) 스릴러 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,쉬움,"['스산한 기운', '바람 부는 지붕', '사라진 종소리']",52
,시나리오,상황극/역할극,장소 '눈 덮인 언덕'에서 돌연변이와 인간이(가) 긴장감 있는 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,쉬움,"['조용한 시계소리', '흐린 별빛', '젖은 종이컵']",145
,시나리오,상황극/역할극,장소 '붉은 하늘 광장'에서 군인과 기자이(가) 차가운 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,쉬움,"['바람 부는 지붕', '젖은 종이컵', '돌아온 메아리']",116
,시나리오,상황극/역할극,장소 '작은 목초지'에서 공주와 시종이(가) 긴장감 있는 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,쉬움,"['버려진 종이', '흐린 별빛', '조용한 시계소리']",101
,시나리오,상황극/역할극,장소 '폐허의 극장'에서 해골 기사 둘이(가) 역동적 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,중간,"['흐린 별빛', '희미한 불빛', '젖은 종이컵']",117
,시나리오,상황극/역할극,장소 '사라진 다리 위'에서 우주 해적과 상인이(가) 로맨틱 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,어려움,"['빛바랜 깃발', '스산한 기운', '희미한 불빛']",84
,시나리오,상황극/역할극,장소 '고요한 옥상 정원'에서 괴물과 여왕이(가) 긴장감 있는 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,어려움,"['금이 간 유리창', '낡은 플래카드', '스산한 기운']",145
,시나리오,상황극/역할극,장소 '해질녘 바위 언덕'에서 음유시인과 귀족이(가) 역동적 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,쉬움,"['깨진 조명', '조용한 시계소리', '휘어진 철문']",121
,시나리오,상황극/역할극,장소 '달빛 비추는 늪'에서 악마와 인간이(가) 따뜻한 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,중간,"['돌아온 메아리', '낡은 손목시계', '낡은 플래카드']",73
,시나리오,상황극/역할극,장소 '황금빛 모래사장'에서 탐사대원 둘이(가) 역동적 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,어려움,"['떨어진 동전', '젖은 종이컵', '사라진 종소리']",120
,시나리오,상황극/역할극,장소 '흰 눈의 언덕'에서 상인과 손님이(가) 스릴러 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,어려움,"['낡은 손목시계', '낡은 플래카드', '조용한 시계소리']",97
,시나리오,상황극/역할극,장소 '검은 바위 협곡'에서 탐험가와 안내인이(가) 서정적 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,어려움,"['흐린 별빛', '사라진 종소리', '돌아온 메아리']",81
,시나리오,상황극/역할극,장소 '붉은 노을 아래 초원'에서 형사와 용의자이(가) 긴장감 있는 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,어려움,"['떨어진 동전', '바람 부는 지붕', '금이 간 유리창']",149
,시나리오,상황극/역할극,장소 '불빛 사라진 골목'에서 낯선 성직자와 상인이(가) 역동적 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,쉬움,"['검은 연기', '빛바랜 깃발', '금이 간 유리창']",148
,시나리오,상황극/역할극,장소 '철길 옆 벤치'에서 방랑자 둘이(가) 긴장감 있는 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,쉬움,"['어둠 속 발자국', '휘몰아치는 바람', '조용한 그림자']",132
,시나리오,상황극/역할극,장소 '불타는 초원'에서 괴물 사냥꾼 둘이(가) 서정적 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,중간,"['버려진 종이', '낡은 플래카드', '조용한 시계소리']",55
,시나리오,상황극/역할극,장소 '달빛의 계단'에서 폭풍 속 선원이(가) 코믹 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,어려움,"['낡은 손목시계', '돌아온 메아리', '조용한 시계소리']",80
,시나리오,상황극/역할극,장소 '구름 낀 초원'에서 살인범과 추적자이(가) 잔혹한 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,쉬움,"['금이 간 유리창', '떨어진 동전', '휘어진 철문']",150
,시나리오,상황극/역할극,장소 '눈 쌓인 마을'에서 암살자와 표적이(가) 스릴러 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,어려움,"['흐린 별빛', '휘어진 철문', '빛바랜 깃발']",120
,시나리오,상황극/역할극,장소 '불타는 건물 안'에서 갇힌 생존자들이(가) 역동적 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,중간,"['금이 간 유리창', '젖은 종이컵', '깨진 조명']",127
,시나리오,상황극/역할극,장소 '폐허의 극장'에서 아이와 노인이(가) 차가운 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,쉬움,"['깨진 조명', '스산한 기운', '검은 연기']",123
,시나리오,상황극/역할극,장소 '미로 같은 골목'에서 괴물과 추격자이(가) 코믹 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,중간,"['돌아온 메아리', '스산한 기운', '휘몰아치는 바람']",85
,시나리오,상황극/역할극,장소 '밤의 유원지'에서 왕과 후계자이(가) 스릴러 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,중간,"['스산한 기운', '흐린 별빛', '조용한 시계소리']",114
,시나리오,상황극/역할극,장소 '폐허의 극장'에서 왕족과 기사이(가) 따뜻한 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,쉬움,"['바람 부는 지붕', '검은 연기', '버려진 종이']",54
,시나리오,상황극/역할극,장소 '밤하늘 천문대'에서 군인과 포로이(가) 서정적 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,쉬움,"['낡은 손목시계', '낡은 플래카드', '깨진 조명']",146
,시나리오,상황극/역할극,장소 '불빛 없는 항구'에서 수호령과 인간이(가) 차가운 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,중간,"['휘몰아치는 바람', '금이 간 유리창', '버려진 종이']",135
,시나리오,상황극/역할극,장소 '빛바랜 성벽'에서 현자와 여행자이(가) 따뜻한 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,쉬움,"['떨어진 동전', '희미한 불빛', '낡은 플래카드']",127
,시나리오,상황극/역할극,장소 '불빛 없는 항구'에서 용사와 현자이(가) 몽환적 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,쉬움,"['빛바랜 깃발', '어둠 속 발자국', '낡은 플래카드']",115
,시나리오,상황극/역할극,장소 '사막의 고대 탑'에서 왕족과 기사이(가) 역동적 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,쉬움,"['사라진 종소리', '흐린 별빛', '조용한 그림자']",63
,시나리오,상황극/역할극,장소 '작은 섬 해변'에서 이계의 존재 둘이(가) 서정적 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,쉬움,"['조용한 시계소리', '휘어진 철문', '희미한 불빛']",110
,시나리오,상황극/역할극,장소 '흰 눈의 언덕'에서 낯선 성직자와 상인이(가) 서정적 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,중간,"['조용한 그림자', '낡은 손목시계', '깨진 조명']",109
,시나리오,상황극/역할극,장소 '황량한 들판'에서 잃어버린 형제이(가) 긴장감 있는 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,중간,"['낡은 손목시계', '휘어진 철문', '검은 연기']",131
,시나리오,상황극/역할극,장소 '차가운 동굴 입구'에서 광부와 모험가이(가) 코믹 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,어려움,"['검은 연기', '바람 부는 지붕', '휘몰아치는 바람']",69
,시나리오,상황극/역할극,장소 '은하계 우주항'에서 현자와 여행자이(가) 환상적 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,쉬움,"['바람 부는 지붕', '조용한 시계소리', '돌아온 메아리']",124
,시나리오,상황극/역할극,장소 '차가운 동굴 입구'에서 괴물과 소년이(가) 잔혹한 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,중간,"['희미한 불빛', '낡은 플래카드', '바람 부는 지붕']",83
,시나리오,상황극/역할극,장소 '낡은 광산'에서 전쟁터 생존자들이(가) 차가운 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,어려움,"['깨진 조명', '흐린 별빛', '금이 간 유리창']",119
,시나리오,상황극/역할극,장소 '황금빛 모래사장'에서 수호자와 예언자이(가) 긴장감 있는 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,중간,"['흐린 별빛', '조용한 그림자', '바람 부는 지붕']",106
,시나리오,상황극/역할극,장소 '바람 부는 다리 위'에서 수인과 인간이(가) 현실적 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,중간,"['조용한 그림자', '검은 연기', '희미한 불빛']",149
,시나리오,상황극/역할극,장소 '하얀 모래 언덕'에서 학자와 연구원이(가) 역동적 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,쉬움,"['어둠 속 발자국', '휘몰아치는 바람', '낡은 손목시계']",103
,시나리오,상황극/역할극,장소 '하늘로 이어진 계단'에서 술사와 인간이(가) 따뜻한 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,중간,"['어둠 속 발자국', '빛바랜 깃발', '젖은 종이컵']",74
,시나리오,상황극/역할극,장소 '잿빛 항구'에서 술사와 인간이(가) 차가운 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,어려움,"['바람 부는 지붕', '깨진 조명', '금이 간 유리창']",54
,시나리오,상황극/역할극,장소 '밤하늘 천문대'에서 탐험가와 안내인이(가) 몽환적 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,어려움,"['희미한 불빛', '휘몰아치는 바람', '빛바랜 깃발']",145
,시나리오,상황극/역할극,장소 '검은 숲 가장자리'에서 AI와 기계공이(가) 차가운 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,쉬움,"['낡은 플래카드', '금이 간 유리창', '젖은 종이컵']",81
,시나리오,상황극/역할극,장소 '달빛 비추는 늪'에서 우주 해적과 상인이(가) 차가운 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,쉬움,"['조용한 그림자', '희미한 불빛', '낡은 플래카드']",50
,시나리오,상황극/역할극,장소 '흐린 저수지 근처'에서 아이와 노인이(가) 현실적 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,쉬움,"['사라진 종소리', '조용한 시계소리', '낡은 손목시계']",59
,시나리오,상황극/역할극,장소 '밤하늘 천문대'에서 죽은 자와 산 자이(가) 역동적 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,쉬움,"['금이 간 유리창', '희미한 불빛', '스산한 기운']",128
,시나리오,상황극/역할극,장소 '빛 사라진 전시장'에서 괴물 사냥꾼 둘이(가) 몽환적 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,중간,"['어둠 속 발자국', '조용한 그림자', '휘몰아치는 바람']",88
,시나리오,상황극/역할극,장소 '빛바랜 연구소'에서 도망자와 추적자이(가) 현실적 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,쉬움,"['조용한 시계소리', '휘어진 철문', '돌아온 메아리']",129
,시나리오,상황극/역할극,장소 '거센 폭풍 해안'에서 음유시인과 귀족이(가) 스릴러 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,쉬움,"['휘몰아치는 바람', '낡은 플래카드', '사라진 종소리']",50
,시나리오,상황극/역할극,장소 '작은 목초지'에서 이계의 존재 둘이(가) 역동적 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,쉬움,"['흐린 별빛', '희미한 불빛', '깨진 조명']",81
,시나리오,상황극/역할극,장소 '부서진 다리 옆'에서 사냥꾼과 숲의 정령이(가) 긴장감 있는 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,쉬움,"['사라진 종소리', '어둠 속 발자국', '휘어진 철문']",109
,시나리오,상황극/역할극,장소 '하얀 사막'에서 기사와 마녀이(가) 코믹 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,어려움,"['검은 연기', '깨진 조명', '버려진 종이']",96
,시나리오,상황극/역할극,장소 '미로 같은 골목'에서 현자와 여행자이(가) 스릴러 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,중간,"['조용한 그림자', '깨진 조명', '휘어진 철문']",53
,시나리오,상황극/역할극,장소 '눈 덮인 언덕'에서 수호자와 예언자이(가) 차가운 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,쉬움,"['휘어진 철문', '조용한 그림자', '깨진 조명']",149
,시나리오,상황극/역할극,장소 '빛바랜 성벽'에서 왕과 후계자이(가) 긴장감 있는 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,어려움,"['스산한 기운', '젖은 종이컵', '조용한 그림자']",117
,시나리오,상황극/역할극,장소 '무너진 방파제'에서 구조자와 조난자이(가) 현실적 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,쉬움,"['스산한 기운', '버려진 종이', '휘몰아치는 바람']",61
,시나리오,상황극/역할극,장소 '부서진 다리 옆'에서 흑마법사와 제자이(가) 긴장감 있는 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,어려움,"['빛바랜 깃발', '희미한 불빛', '휘어진 철문']",92
,시나리오,상황극/역할극,장소 '은하수 산책로'에서 서로 모르는 사람 둘이(가) 차가운 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,중간,"['돌아온 메아리', '흐린 별빛', '검은 연기']",141
,시나리오,상황극/역할극,장소 '바람 부는 벌판'에서 음유시인과 귀족이(가) 로맨틱 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,중간,"['조용한 그림자', '빛바랜 깃발', '휘몰아치는 바람']",86
,시나리오,상황극/역할극,장소 '밤하늘 천문대'에서 술사와 인간이(가) 따뜻한 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,중간,"['스산한 기운', '흐린 별빛', '조용한 그림자']",119
,시나리오,상황극/역할극,장소 '구름 낀 초원'에서 수인과 인간이(가) 환상적 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,어려움,"['스산한 기운', '조용한 시계소리', '사라진 종소리']",112
,시나리오,상황극/역할극,장소 '작은 섬 해변'에서 낯선 병사 둘이(가) 몽환적 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,어려움,"['스산한 기운', '버려진 종이', '어둠 속 발자국']",92
,시나리오,상황극/역할극,장소 '별이 흐르는 숲길'에서 공학자와 조수이(가) 역동적 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,어려움,"['휘어진 철문', '휘몰아치는 바람', '어둠 속 발자국']",95
