id,category,type,prompt,difficulty,keywords,length,Unnamed: 0
192,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '처음 만난 사람과 친해진 경험을 서술하시오.',어려움,"['인간관계', '경험담']",700,
193,에세이,경험담 에세이,"자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '학교 행사(체육대회, 축제 등) 중 인상 깊었던 경험을 상세히 적으시오.'",어려움,"['학교생활', '경험담']",800,
194,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '예상치 못한 사고나 위기 상황에서의 대응을 서술하시오.',어려움,"['특별한 순간', '경험담']",800,
195,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '시험 기간 중 겪은 스트레스와 이를 극복한 방법을 설명하시오.',어려움,"['학교생활', '경험담']",800,
196,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '낯선 도시에서 길을 잃었던 경험과 그때의 감정을 묘사하시오.',중간,"['여행', '경험담']",800,
197,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '가족 구성원과 갈등을 겪고 화해한 경험을 서술하시오.',중간,"['가족', '경험담']",700,
198,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '학창시절 겪은 가장 큰 실패 경험과 그것을 극복한 과정을 서술하시오.',쉬움,"['학교생활', '경험담']",800,
199,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '어린 시절 꿈을 이루었던 순간을 묘사하시오.',중간,"['특별한 순간', '경험담']",600,
200,에세이,경험담 에세이,"자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '자연 속에서 겪은 특별한 경험(등산, 캠핑 등)을 작성하시오.'",쉬움,"['여행', '경험담']",700,
201,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '예상치 못한 사고나 위기 상황에서의 대응을 서술하시오.',중간,"['특별한 순간', '경험담']",600,
202,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '길 잃은 동물을 도와준 경험을 서술하시오.',어려움,"['특별한 순간', '경험담']",600,
203,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '갈등을 성장의 기회로 만든 경험을 서술하시오.',쉬움,"['인간관계', '경험담']",700,
204,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '가족과 함께한 여행 중 가장 기억에 남는 순간을 묘사하시오.',어려움,"['가족', '경험담']",700,
205,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '배신이나 실망을 경험했을 때의 감정과 극복 과정을 작성하시오.',중간,"['인간관계', '경험담']",800,
206,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '예상치 못한 선물을 받았던 경험을 묘사하시오.',중간,"['특별한 순간', '경험담']",600,
207,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '학창시절 겪은 가장 큰 실패 경험과 그것을 극복한 과정을 서술하시오.',쉬움,"['학교생활', '경험담']",800,
208,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '교사의 조언으로 인생이 바뀌었던 순간을 작성하시오.',쉬움,"['학교생활', '경험담']",600,
209,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '누군가에게 도움을 주고 보람을 느꼈던 순간을 적으시오.',쉬움,"['인간관계', '경험담']",500,
210,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '첫 아르바이트에서 느낀 감정을 상세히 적으시오.',쉬움,"['특별한 순간', '경험담']",600,
211,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '가족이 함께 준비한 행사나 이벤트에 대한 경험을 작성하시오.',중간,"['가족', '경험담']",600,
212,에세이,경험담 에세이,"자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '자연 속에서 겪은 특별한 경험(등산, 캠핑 등)을 작성하시오.'",중간,"['여행', '경험담']",800,
213,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '길 잃은 동물을 도와준 경험을 서술하시오.',어려움,"['특별한 순간', '경험담']",500,
214,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '첫 번째 발표 경험과 당시 느낀 감정을 묘사하시오.',쉬움,"['학교생활', '경험담']",600,
215,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '여행 중 겪은 불편한 상황을 해결한 경험을 설명하시오.',중간,"['여행', '경험담']",700,
216,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '목표를 위해 포기하지 않고 노력했던 경험을 적으시오.',중간,"['도전/자기계발', '경험담']",800,
217,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '학교 도서관에서의 특별한 경험을 묘사하시오.',쉬움,"['학교생활', '경험담']",800,
218,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '낯선 도시에서 길을 잃었던 경험과 그때의 감정을 묘사하시오.',쉬움,"['여행', '경험담']",800,
219,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '중요한 시험이나 경연대회에 참가했던 경험을 서술하시오.',어려움,"['도전/자기계발', '경험담']",800,
220,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '우연히 들은 말이 자신에게 큰 울림을 준 경험을 묘사하시오.',쉬움,"['특별한 순간', '경험담']",500,
221,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '실패를 통해 배운 교훈을 상세히 묘사하시오.',중간,"['도전/자기계발', '경험담']",700,
222,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '학급 친구들과 협력해 문제를 해결했던 경험을 서술하시오.',쉬움,"['학교생활', '경험담']",500,
223,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '어린 시절 부모님과의 특별한 대화를 회상하시오.',어려움,"['가족', '경험담']",500,
224,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '도움을 청한 낯선 사람과의 만남을 서술하시오.',중간,"['특별한 순간', '경험담']",500,
225,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '혼자 여행하며 깨달은 점을 에세이로 작성하시오.',쉬움,"['여행', '경험담']",600,
226,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '우연한 만남으로 새로운 시각을 얻게 된 경험을 작성하시오.',쉬움,"['인간관계', '경험담']",700,
227,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '타인에게 받은 작은 친절이 삶에 미친 영향을 적으시오.',어려움,"['인간관계', '경험담']",800,
228,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '리더십을 발휘한 경험을 구체적으로 묘사하시오.',중간,"['도전/자기계발', '경험담']",700,
229,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '가족 구성원의 조언이 본인의 삶을 바꾼 경험을 작성하시오.',쉬움,"['가족', '경험담']",800,
230,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '시험 기간 중 겪은 스트레스와 이를 극복한 방법을 설명하시오.',중간,"['학교생활', '경험담']",600,
231,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '우연히 들은 말이 자신에게 큰 울림을 준 경험을 묘사하시오.',쉬움,"['특별한 순간', '경험담']",600,
232,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '학교에서 가장 기억에 남는 수업을 묘사하고 그 이유를 설명하시오.',어려움,"['학교생활', '경험담']",600,
233,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '가족과 함께한 명절 중 특별히 기억에 남는 순간을 설명하시오.',어려움,"['가족', '경험담']",500,
234,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '비 오는 날 우연히 겪은 특별한 일을 작성하시오.',중간,"['특별한 순간', '경험담']",600,
235,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '우연한 만남으로 새로운 시각을 얻게 된 경험을 작성하시오.',어려움,"['인간관계', '경험담']",600,
236,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '어린 시절 꿈을 이루었던 순간을 묘사하시오.',쉬움,"['특별한 순간', '경험담']",800,
237,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '리더십을 발휘한 경험을 구체적으로 묘사하시오.',어려움,"['도전/자기계발', '경험담']",600,
238,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '예상치 못한 사고나 위기 상황에서의 대응을 서술하시오.',쉬움,"['특별한 순간', '경험담']",600,
239,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '가족과 함께한 여행 중 가장 기억에 남는 순간을 묘사하시오.',중간,"['가족', '경험담']",800,
240,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '여행 중 만난 사람과의 잊지 못할 만남을 묘사하시오.',중간,"['여행', '경험담']",500,
241,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '갈등을 성장의 기회로 만든 경험을 서술하시오.',쉬움,"['인간관계', '경험담']",500,
242,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '여행 중 만난 사람과의 잊지 못할 만남을 묘사하시오.',쉬움,"['여행', '경험담']",800,
243,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '조부모와의 교류가 자신에게 미친 영향을 설명하시오.',중간,"['가족', '경험담']",600,
244,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '비일상적인 경험이 삶의 태도를 바꾼 사례를 작성하시오.',어려움,"['특별한 순간', '경험담']",700,
245,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '형제자매와의 경쟁 또는 협력 경험을 서술하시오.',어려움,"['가족', '경험담']",700,
246,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '여행에서 겪은 예상치 못한 해프닝을 서술하시오.',중간,"['여행', '경험담']",700,
247,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '선생님이나 멘토와의 대화로 삶이 바뀐 경험을 서술하시오.',어려움,"['인간관계', '경험담']",700,
248,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '이사 과정에서 느낀 감정과 새로운 환경에 적응한 과정을 묘사하시오.',중간,"['가족', '경험담']",500,
249,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '어린 시절 부모님과의 특별한 대화를 회상하시오.',어려움,"['가족', '경험담']",500,
250,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '배신이나 실망을 경험했을 때의 감정과 극복 과정을 작성하시오.',어려움,"['인간관계', '경험담']",500,
251,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '여행에서 겪은 예상치 못한 해프닝을 서술하시오.',쉬움,"['여행', '경험담']",800,
252,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '비 오는 날 우연히 겪은 특별한 일을 작성하시오.',쉬움,"['특별한 순간', '경험담']",700,
253,에세이,경험담 에세이,"자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '새로운 과목을 처음 배웠을 때의 느낌과 어려움, 극복 과정을 적으시오.'",어려움,"['학교생활', '경험담']",800,
254,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '동료와의 협력으로 문제를 해결한 경험을 적으시오.',중간,"['인간관계', '경험담']",800,
255,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '교내 동아리 활동을 통해 배우거나 깨달은 점을 에세이로 작성하시오.',중간,"['학교생활', '경험담']",800,
256,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '길 잃은 동물을 도와준 경험을 서술하시오.',중간,"['특별한 순간', '경험담']",800,
257,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '중요한 시험이나 경연대회에 참가했던 경험을 서술하시오.',쉬움,"['도전/자기계발', '경험담']",600,
258,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '어린 시절 꿈을 이루었던 순간을 묘사하시오.',어려움,"['특별한 순간', '경험담']",800,
259,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '우연히 들은 말이 자신에게 큰 울림을 준 경험을 묘사하시오.',쉬움,"['특별한 순간', '경험담']",800,
260,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '습관을 바꾸고 성장한 경험을 작성하시오.',어려움,"['도전/자기계발', '경험담']",700,
261,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '갈등을 성장의 기회로 만든 경험을 서술하시오.',어려움,"['인간관계', '경험담']",600,
262,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '선생님이나 멘토와의 대화로 삶이 바뀐 경험을 서술하시오.',어려움,"['인간관계', '경험담']",500,
263,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '가장 인상 깊었던 숙소나 풍경을 묘사하시오.',중간,"['여행', '경험담']",500,
264,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '교사의 조언으로 인생이 바뀌었던 순간을 작성하시오.',중간,"['학교생활', '경험담']",800,
265,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '처음으로 새로운 기술이나 취미를 배우며 겪은 도전을 서술하시오.',쉬움,"['도전/자기계발', '경험담']",800,
266,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '도움을 청한 낯선 사람과의 만남을 서술하시오.',어려움,"['특별한 순간', '경험담']",700,
267,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '가족이 위기에 처했을 때 함께 극복한 경험을 적으시오.',중간,"['가족', '경험담']",600,
268,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '처음으로 새로운 기술이나 취미를 배우며 겪은 도전을 서술하시오.',어려움,"['도전/자기계발', '경험담']",500,
269,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '가족이 위기에 처했을 때 함께 극복한 경험을 적으시오.',어려움,"['가족', '경험담']",600,
270,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '여행 중 만난 사람과의 잊지 못할 만남을 묘사하시오.',어려움,"['여행', '경험담']",500,
271,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '가족이 위기에 처했을 때 함께 극복한 경험을 적으시오.',중간,"['가족', '경험담']",500,
272,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '동료와의 협력으로 문제를 해결한 경험을 적으시오.',중간,"['인간관계', '경험담']",500,
273,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '혼자 여행하며 깨달은 점을 에세이로 작성하시오.',쉬움,"['여행', '경험담']",800,
274,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '해외 여행 중 문화 충격을 받은 경험을 작성하시오.',쉬움,"['여행', '경험담']",800,
275,에세이,경험담 에세이,"자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '자연 속에서 겪은 특별한 경험(등산, 캠핑 등)을 작성하시오.'",쉬움,"['여행', '경험담']",600,
276,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '교사의 조언으로 인생이 바뀌었던 순간을 작성하시오.',중간,"['학교생활', '경험담']",500,
277,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '교사의 조언으로 인생이 바뀌었던 순간을 작성하시오.',어려움,"['학교생활', '경험담']",800,
278,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '선생님이나 멘토와의 대화로 삶이 바뀐 경험을 서술하시오.',쉬움,"['인간관계', '경험담']",600,
279,에세이,경험담 에세이,"자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '학교 행사(체육대회, 축제 등) 중 인상 깊었던 경험을 상세히 적으시오.'",중간,"['학교생활', '경험담']",800,
280,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '잊을 수 없는 공연이나 행사에 참여한 경험을 작성하시오.',쉬움,"['특별한 순간', '경험담']",800,
281,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '비 오는 날 우연히 겪은 특별한 일을 작성하시오.',어려움,"['특별한 순간', '경험담']",800,
282,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '친구와의 오해를 풀었던 경험을 상세히 묘사하시오.',쉬움,"['인간관계', '경험담']",600,
283,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '조부모와의 교류가 자신에게 미친 영향을 설명하시오.',중간,"['가족', '경험담']",700,
284,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '가족 구성원과 갈등을 겪고 화해한 경험을 서술하시오.',쉬움,"['가족', '경험담']",600,
285,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '계획하지 않은 여행에서 느낀 특별한 순간을 적으시오.',쉬움,"['여행', '경험담']",700,
286,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '타인에게 받은 작은 친절이 삶에 미친 영향을 적으시오.',쉬움,"['인간관계', '경험담']",500,
287,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '스스로 세운 목표를 달성한 과정과 성취감을 묘사하시오.',어려움,"['도전/자기계발', '경험담']",600,
288,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '두려움을 극복했던 경험을 구체적으로 적으시오.',어려움,"['도전/자기계발', '경험담']",800,
289,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '두려움을 극복했던 경험을 구체적으로 적으시오.',쉬움,"['도전/자기계발', '경험담']",600,
290,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '첫 번째 발표 경험과 당시 느낀 감정을 묘사하시오.',어려움,"['학교생활', '경험담']",800,
291,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '예상치 못한 사고나 위기 상황에서의 대응을 서술하시오.',중간,"['특별한 순간', '경험담']",600,
292,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '시험 기간 중 겪은 스트레스와 이를 극복한 방법을 설명하시오.',중간,"['학교생활', '경험담']",700,
293,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '누군가에게 도움을 주고 보람을 느꼈던 순간을 적으시오.',어려움,"['인간관계', '경험담']",500,
294,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '학급 친구들과 협력해 문제를 해결했던 경험을 서술하시오.',쉬움,"['학교생활', '경험담']",700,
295,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '가족과 함께한 여행 중 가장 기억에 남는 순간을 묘사하시오.',쉬움,"['가족', '경험담']",500,
296,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '학급 친구들과 협력해 문제를 해결했던 경험을 서술하시오.',중간,"['학교생활', '경험담']",800,
297,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '작은 성취가 자신감을 불어넣어준 경험을 적으시오.',어려움,"['도전/자기계발', '경험담']",700,
298,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '가족 구성원과 갈등을 겪고 화해한 경험을 서술하시오.',중간,"['가족', '경험담']",700,
299,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '잊을 수 없는 공연이나 행사에 참여한 경험을 작성하시오.',중간,"['특별한 순간', '경험담']",600,
300,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '습관을 바꾸고 성장한 경험을 작성하시오.',어려움,"['도전/자기계발', '경험담']",800,
301,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '매일 쓰는 일기의 의미와 변화',쉬움,"['일상', '경험담']",700,
302,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '댄스나 연기 등 무대 경험에서 느낀 감정',중간,"['취미', '경험담']",800,
303,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '놀라움을 안겨준 사건',어려움,"['감정', '경험담']",600,
304,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '아이들과 함께한 봉사 활동의 의미',중간,"['봉사', '경험담']",600,
305,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '집 근처 공원에서 겪은 특별한 만남',중간,"['일상', '경험담']",700,
306,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '길거리에서 우연히 벌어진 일로 배운 교훈',쉬움,"['일상', '경험담']",600,
307,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '삶의 우선순위를 바꾸게 된 사건',중간,"['변화', '경험담']",700,
308,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '기쁨이 극대화되었던 순간',중간,"['감정', '경험담']",800,
309,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '자격증을 따기 위해 노력했던 과정',어려움,"['성취', '경험담']",800,
310,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '요리를 배우며 생긴 특별한 추억',쉬움,"['취미', '경험담']",700,
311,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '학교 대표로 선발되었을 때의 감정',중간,"['성취', '경험담']",800,
312,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '팀 프로젝트에서 리더로 성공한 경험',쉬움,"['성취', '경험담']",800,
313,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '기쁨이 극대화되었던 순간',쉬움,"['감정', '경험담']",800,
314,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '운동 목표를 달성했을 때의 성취감',중간,"['성취', '경험담']",800,
315,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '게임을 통해 배운 협력의 가치',중간,"['취미', '경험담']",500,
316,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '사랑을 처음 깨달았던 순간',쉬움,"['감정', '경험담']",800,
317,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '거리에서 만난 노숙인을 도왔던 경험',쉬움,"['봉사', '경험담']",500,
318,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '댄스나 연기 등 무대 경험에서 느낀 감정',어려움,"['취미', '경험담']",800,
319,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '헌혈을 처음 했던 날의 감정',어려움,"['봉사', '경험담']",600,
